"grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","game_date","htm","vtm","shot_made_numeric","shot_value","season","season_type"
"Shot Chart Detail","0040500134","248","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","0","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,21.8,18.95,1,"missed",2006-04-30,"WAS","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500134","255","2544","LeBron James","1610612739","Cleveland Cavaliers","3","7","44","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",22,-11,24.45,1,"missed",2006-04-30,"WAS","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500134","305","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","48","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,18.2,12.35,1,"missed",2006-04-30,"WAS","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500134","342","2544","LeBron James","1610612739","Cleveland Cavaliers","4","11","43","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,20.2,20.25,1,"made",2006-04-30,"WAS","CLE",1,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500134","357","2544","LeBron James","1610612739","Cleveland Cavaliers","4","9","12","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0.6,30.55,1,"missed",2006-04-30,"WAS","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500134","427","2544","LeBron James","1610612739","Cleveland Cavaliers","4","3","10","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,22.5,16.25,1,"made",2006-04-30,"WAS","CLE",1,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500134","445","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","31","Made Shot","Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-4.9,7.45,1,"made",2006-04-30,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500134","447","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","1","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,-14,27.15,1,"missed",2006-04-30,"WAS","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500134","460","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","26","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,6.45,1,"made",2006-04-30,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","30","2544","LeBron James","1610612739","Cleveland Cavaliers","1","7","50","Made Shot","Jump Bank Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,13.5,8.75,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","57","2544","LeBron James","1610612739","Cleveland Cavaliers","1","4","59","Missed Shot","Finger Roll Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0,7.45,1,"missed",2006-05-03,"CLE","WAS",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","66","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","11","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",18,-18.4,3.45,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","104","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","1","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,7.4,7.55,1,"missed",2006-05-03,"CLE","WAS",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","117","2544","LeBron James","1610612739","Cleveland Cavaliers","2","10","22","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.5,4.45,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","126","2544","LeBron James","1610612739","Cleveland Cavaliers","2","9","21","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,-16.9,24.15,1,"missed",2006-05-03,"CLE","WAS",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","145","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","33","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.3,4.95,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","169","2544","LeBron James","1610612739","Cleveland Cavaliers","2","4","41","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,-16.1,1.15,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","217","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","35","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",18,-16.9,13.35,1,"missed",2006-05-03,"CLE","WAS",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","219","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","28","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.3,5.15,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","255","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","39","Made Shot","Follow Up Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.1,5.35,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","269","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","21","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.6,4.95,1,"missed",2006-05-03,"CLE","WAS",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","378","2544","LeBron James","1610612739","Cleveland Cavaliers","4","10","26","Made Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,-7.5,9.75,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","383","2544","LeBron James","1610612739","Cleveland Cavaliers","4","9","43","Made Shot","Turnaround Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",14,-14.3,7.75,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","387","2544","LeBron James","1610612739","Cleveland Cavaliers","4","8","50","Missed Shot","Turnaround Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,-15.8,4.15,1,"missed",2006-05-03,"CLE","WAS",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","401","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","39","Made Shot","Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,1,9.85,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","417","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","39","Missed Shot","Tip Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.3,5.25,1,"missed",2006-05-03,"CLE","WAS",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","430","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","21","Made Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",21,-16.6,18.25,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","438","2544","LeBron James","1610612739","Cleveland Cavaliers","4","3","5","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,19.2,12.35,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","441","2544","LeBron James","1610612739","Cleveland Cavaliers","4","2","40","Made Shot","Tip Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,5.55,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","455","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","35","Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.8,5.95,1,"missed",2006-05-03,"CLE","WAS",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","485","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","0","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",20,-18.2,14.65,1,"missed",2006-05-03,"CLE","WAS",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500135","569","2544","LeBron James","1610612739","Cleveland Cavaliers","5","0","0","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,5.15,1,"made",2006-05-03,"CLE","WAS",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","2","2544","LeBron James","1610612739","Cleveland Cavaliers","1","11","53","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.5,5.95,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","7","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","39","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,-3.8,24.15,1,"missed",2006-05-05,"WAS","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","21","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","1","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0,3.95,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","26","2544","LeBron James","1610612739","Cleveland Cavaliers","1","8","8","Made Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,20.4,6.25,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","28","2544","LeBron James","1610612739","Cleveland Cavaliers","1","7","29","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,17.1,25.85,1,"missed",2006-05-05,"WAS","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","35","2544","LeBron James","1610612739","Cleveland Cavaliers","1","6","40","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,-22.7,16.45,1,"missed",2006-05-05,"WAS","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","59","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","34","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,5.6,3.85,1,"missed",2006-05-05,"WAS","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","78","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","0","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.1,5.35,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","84","2544","LeBron James","1610612739","Cleveland Cavaliers","1","1","5","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.1,4.65,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","100","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","0","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-4.7,30.25,1,"missed",2006-05-05,"WAS","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","119","2544","LeBron James","1610612739","Cleveland Cavaliers","2","9","32","Made Shot","Running Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-2.8,3.65,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","140","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","2","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.3,4.95,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","174","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","38","Made Shot","Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,12.3,2.35,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","187","2544","LeBron James","1610612739","Cleveland Cavaliers","2","2","12","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,18.4,3.35,1,"missed",2006-05-05,"WAS","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","210","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","26","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.3,5.95,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","241","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","8","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,20.2,22.55,1,"missed",2006-05-05,"WAS","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","257","2544","LeBron James","1610612739","Cleveland Cavaliers","3","7","43","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",17,17.9,3.85,1,"missed",2006-05-05,"WAS","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","291","2544","LeBron James","1610612739","Cleveland Cavaliers","3","5","49","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.8,4.95,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","299","2544","LeBron James","1610612739","Cleveland Cavaliers","3","5","4","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,-1.5,22.35,1,"missed",2006-05-05,"WAS","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","311","2544","LeBron James","1610612739","Cleveland Cavaliers","3","4","7","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,5.95,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","420","2544","LeBron James","1610612739","Cleveland Cavaliers","4","3","22","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,-15.8,26.75,1,"made",2006-05-05,"WAS","CLE",1,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","424","2544","LeBron James","1610612739","Cleveland Cavaliers","4","2","21","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-3.8,31.75,1,"missed",2006-05-05,"WAS","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","434","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","31","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.5,5.25,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","486","2544","LeBron James","1610612739","Cleveland Cavaliers","5","4","46","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.5,5.45,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500136","488","2544","LeBron James","1610612739","Cleveland Cavaliers","5","4","14","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.1,4.95,1,"made",2006-05-05,"WAS","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","6","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","31","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,-11,19.25,1,"missed",2006-05-07,"DET","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","10","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","2","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.25,1,"made",2006-05-07,"DET","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","15","2544","LeBron James","1610612739","Cleveland Cavaliers","1","8","55","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.25,1,"made",2006-05-07,"DET","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","32","2544","LeBron James","1610612739","Cleveland Cavaliers","1","6","42","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,19.4,15.25,1,"missed",2006-05-07,"DET","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","66","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","38","Made Shot","Tip Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.25,1,"made",2006-05-07,"DET","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","70","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","50","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,18.4,23.05,1,"missed",2006-05-07,"DET","CLE",0,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","79","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","13","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.25,1,"made",2006-05-07,"DET","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","93","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","0","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",19,-19.7,6.95,1,"missed",2006-05-07,"DET","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","105","2544","LeBron James","1610612739","Cleveland Cavaliers","2","10","31","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,18.4,23.65,1,"made",2006-05-07,"DET","CLE",1,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","122","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","43","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.25,1,"made",2006-05-07,"DET","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","131","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","25","Made Shot","Running Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",10,10.7,5.25,1,"made",2006-05-07,"DET","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","165","2544","LeBron James","1610612739","Cleveland Cavaliers","2","4","19","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.25,1,"missed",2006-05-07,"DET","CLE",0,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","178","2544","LeBron James","1610612739","Cleveland Cavaliers","2","2","13","Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,23.5,8.25,1,"made",2006-05-07,"DET","CLE",1,3,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","193","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","14","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.25,1,"made",2006-05-07,"DET","CLE",1,2,"2005-06","Playoffs"
"Shot Chart Detail","0040500201","211","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","50","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,15.6,5.25,1,"missed",2006-05-07,"DET","CLE",0,2,"2005-06","Playoffs"
